floor_area_m2,storeys,structural_type,wall_material,region,finish_quality,total_blocks,total_cement_bags,total_sand_m3,total_aggregate_m3,total_cost_ghs
527.97,2,warehouse,compressed_earth_block,Northern,standard,8810,1530.94,160.307,65.951,221742.04
368.52,2,commercial_block,sandcrete_block,Eastern,standard,6467,1160.11,121.566,56.251,188141.24
294.41,2,commercial_block,clay_brick,Ashanti,premium,4557,816.87,85.612,40.516,182267.9
281.93,4,warehouse,compressed_earth_block,Northern,standard,10248,1768.44,185.154,74.563,212949.21
67.96,2,storey_building,sandcrete_block,Northern,standard,1287,223.28,23.379,9.562,31042.72
255.58,1,bungalow,compressed_earth_block,Ashanti,standard,2054,369.59,38.731,18.062,52375.79
191.88,1,commercial_block,clay_brick,Eastern,standard,1595,286.76,30.052,14.103,50369.37
283.09,1,warehouse,compressed_earth_block,Greater Accra,standard,2229,397.48,41.65,19.182,75654.49
164.71,2,bungalow,clay_brick,Eastern,premium,2597,470.2,49.275,23.034,96195.38
511.08,2,warehouse,sandcrete_block,Central,standard,7008,1343.87,141.004,77.957,207087.54
78.12,4,storey_building,compressed_earth_block,Central,standard,2761,493.73,51.726,23.12,75212.49
287.94,1,bungalow,compressed_earth_block,Western,premium,2023,375.64,39.391,20.192,79983.45
385.8,3,bungalow,clay_brick,Northern,premium,9628,1743.92,182.775,86.815,340739.51
419.43,4,storey_building,clay_brick,Western,standard,16000,2787.58,291.928,122.583,503145.32
296.71,2,bungalow,compressed_earth_block,Northern,standard,5098,910.29,95.375,43.253,123906.0
561.23,3,commercial_block,compressed_earth_block,Central,standard,12623,2404.31,252.243,137.608,396753.46
52.91,1,commercial_block,clay_brick,Eastern,standard,381,71.72,7.522,3.999,11978.34
283.06,3,bungalow,clay_brick,Eastern,standard,7128,1243.61,130.231,54.341,196984.07
284.58,1,warehouse,sandcrete_block,Greater Accra,standard,2564,455.06,47.672,21.147,89423.37
424.92,4,storey_building,compressed_earth_block,Ashanti,standard,14747,2610.64,273.491,121.412,380692.21
504.31,1,storey_building,compressed_earth_block,Ashanti,standard,4550,789.36,82.657,34.186,118625.53
595.85,3,warehouse,compressed_earth_block,Western,standard,15780,2823.96,295.893,135.113,466263.22
450.19,3,warehouse,compressed_earth_block,Ashanti,premium,10472,1901.11,199.272,96.181,432593.82
152.23,2,warehouse,sandcrete_block,Central,standard,2064,389.84,40.895,22.032,63778.13
237.65,1,bungalow,sandcrete_block,Greater Accra,standard,1735,317.2,33.252,16.289,63253.0
253.84,2,warehouse,compressed_earth_block,Eastern,standard,4658,828.4,86.781,38.358,126355.54
215.99,1,storey_building,sandcrete_block,Central,premium,2076,349.97,36.621,13.331,72689.86
311.52,1,commercial_block,compressed_earth_block,Western,premium,2524,456.23,47.805,21.991,83301.02
228.8,3,commercial_block,clay_brick,Central,standard,5426,996.03,104.42,51.677,175282.94
501.59,4,storey_building,sandcrete_block,Northern,standard,18772,3265.24,341.877,138.427,523591.06
258.81,2,commercial_block,compressed_earth_block,Western,standard,4104,741.26,77.681,36.345,112920.71
53.12,2,bungalow,sandcrete_block,Northern,standard,964,165.49,17.324,6.826,22490.2
186.29,3,commercial_block,sandcrete_block,Greater Accra,premium,5309,925.3,96.904,40.876,230995.23
528.24,4,storey_building,clay_brick,Central,standard,18356,3255.14,341.006,151.074,582733.91
587.56,4,storey_building,clay_brick,Northern,premium,20005,3463.69,362.621,144.437,670476.34
475.93,1,warehouse,clay_brick,Greater Accra,standard,3754,692.03,72.548,35.753,135636.52
510.97,4,commercial_block,sandcrete_block,Western,standard,19124,3351.57,351.048,151.364,587915.05
273.43,3,storey_building,clay_brick,Greater Accra,premium,6645,1197.63,125.51,58.948,286212.33
465.06,2,storey_building,clay_brick,Greater Accra,standard,7269,1293.06,135.487,61.996,277462.43
98.17,1,storey_building,sandcrete_block,Northern,premium,847,146.44,15.332,6.156,25494.23
330.23,1,bungalow,clay_brick,Ashanti,standard,3057,541.69,56.743,24.865,108524.83
136.7,2,warehouse,clay_brick,Greater Accra,standard,2443,434.68,45.54,20.374,87184.23
597.75,2,storey_building,compressed_earth_block,Greater Accra,standard,10738,1901.5,199.171,86.262,345671.95
180.93,4,warehouse,clay_brick,Western,standard,6334,1133.79,118.804,54.692,202773.46
411.18,2,storey_building,compressed_earth_block,Central,standard,5911,1095.92,114.923,58.934,157161.54
394.9,4,commercial_block,sandcrete_block,Northern,premium,11630,2123.48,222.603,109.077,369295.3
541.38,1,warehouse,sandcrete_block,Northern,standard,3927,739.37,77.558,41.53,109566.11
487.42,1,commercial_block,compressed_earth_block,Central,premium,4642,778.28,81.429,28.863,158438.04
201.65,4,commercial_block,clay_brick,Central,standard,6904,1221.64,127.986,57.217,216239.56
463.61,1,bungalow,clay_brick,Central,standard,3555,651.77,68.326,33.543,111333.49
65.84,3,warehouse,clay_brick,Western,standard,1693,302.66,31.712,14.424,51097.25
556.85,1,storey_building,compressed_earth_block,Greater Accra,standard,4646,847.6,88.849,43.218,149129.83
290.88,4,storey_building,clay_brick,Central,standard,10112,1767.81,185.148,78.814,312871.38
439.23,3,storey_building,clay_brick,Central,premium,9635,1763.93,184.923,91.414,389267.52
275.29,3,warehouse,sandcrete_block,Northern,standard,7247,1274.81,133.527,57.644,190363.78
212.54,1,commercial_block,clay_brick,Eastern,premium,1558,297.43,31.207,17.183,60666.54
401.72,3,bungalow,sandcrete_block,Ashanti,standard,9131,1652.62,173.212,82.672,306381.51
501.45,2,storey_building,clay_brick,Ashanti,standard,9008,1556.11,162.912,64.871,287567.65
266.07,2,storey_building,compressed_earth_block,Eastern,standard,5037,855.19,89.517,34.677,120216.69
166.67,2,commercial_block,compressed_earth_block,Ashanti,standard,2517,460.22,48.247,23.794,72183.7
139.78,3,warehouse,compressed_earth_block,Northern,standard,3522,637.99,66.863,31.519,86021.62
128.61,4,storey_building,compressed_earth_block,Central,premium,4827,851.72,89.215,38.799,173664.31
332.67,1,commercial_block,compressed_earth_block,Greater Accra,premium,2844,503.5,52.743,23.145,111833.46
416.38,3,commercial_block,clay_brick,Eastern,standard,11520,2014.73,210.988,88.321,330877.22
126.9,4,warehouse,sandcrete_block,Eastern,standard,4729,832.61,87.212,37.865,128023.24
495.73,1,warehouse,clay_brick,Greater Accra,standard,4385,783.68,82.117,37.714,178898.84
285.9,4,bungalow,clay_brick,Central,premium,8065,1531.19,160.627,86.649,343570.75
122.37,4,commercial_block,compressed_earth_block,Central,standard,4215,754.57,79.064,36.141,111073.26
254.43,3,bungalow,clay_brick,Greater Accra,standard,5373,994.61,104.289,52.858,195745.63
295.57,3,warehouse,sandcrete_block,Greater Accra,standard,8460,1458.09,152.658,61.311,259913.52
581.08,2,warehouse,sandcrete_block,Western,standard,9190,1707.74,179.09,92.576,263878.57
157.24,4,warehouse,clay_brick,Eastern,standard,5163,946.31,99.217,49.724,158873.4
480.69,4,warehouse,sandcrete_block,Western,standard,15424,2829.67,296.632,145.36,452614.41
332.77,2,warehouse,clay_brick,Northern,standard,4590,874.12,91.703,49.806,144778.86
146.51,1,storey_building,sandcrete_block,Greater Accra,standard,1028,191.43,20.076,10.397,37393.7
496.68,2,storey_building,compressed_earth_block,Greater Accra,standard,9142,1596.29,167.17,70.164,288725.93
357.64,3,bungalow,clay_brick,Eastern,standard,9770,1719.36,180.087,77.594,268714.02
113.17,4,storey_building,clay_brick,Central,standard,4109,722.59,75.677,32.065,125864.95
345.2,3,storey_building,sandcrete_block,Northern,standard,9452,1684.57,176.495,79.676,257064.22
92.14,1,storey_building,compressed_earth_block,Northern,premium,638,122.36,12.839,7.086,21957.04
253.68,2,storey_building,compressed_earth_block,Eastern,standard,3460,657.83,69.013,37.545,90227.23
411.07,3,bungalow,compressed_earth_block,Ashanti,premium,9427,1740.83,182.54,92.949,350398.06
488.47,4,warehouse,clay_brick,Eastern,standard,14372,2624.62,275.146,135.428,436959.13
319.5,1,bungalow,clay_brick,Central,standard,2574,473.39,49.627,24.464,78150.19
202.4,3,bungalow,compressed_earth_block,Western,standard,4829,865.07,90.646,41.653,127062.9
182.96,1,warehouse,clay_brick,Central,standard,1667,291.01,30.473,12.573,49038.95
586.06,1,storey_building,sandcrete_block,Eastern,premium,4990,917.51,96.181,47.043,174779.45
106.83,4,storey_building,sandcrete_block,Central,standard,3775,667.21,69.889,30.413,107390.26
496.29,2,bungalow,clay_brick,Ashanti,premium,9168,1605.45,168.136,71.053,397389.39
583.45,2,bungalow,clay_brick,Eastern,standard,8553,1590.9,166.835,86.085,265083.7
404.78,1,storey_building,compressed_earth_block,Eastern,standard,3412,603.87,63.249,27.187,93287.19
58.34,2,bungalow,compressed_earth_block,Ashanti,standard,1004,177.57,18.601,8.194,27976.19
48.06,3,warehouse,sandcrete_block,Central,standard,1025,191.61,20.095,10.498,32761.85
79.2,4,storey_building,sandcrete_block,Greater Accra,standard,3029,526.7,55.152,22.72,101713.6
439.99,4,storey_building,compressed_earth_block,Eastern,premium,14575,2592.85,271.65,122.144,493352.91
203.86,3,bungalow,compressed_earth_block,Eastern,standard,5778,1004.29,105.16,43.208,156416.67
137.34,4,commercial_block,compressed_earth_block,Northern,standard,4517,812.34,85.133,40.066,109825.88
462.11,1,storey_building,sandcrete_block,Eastern,standard,3530,635.66,66.624,31.799,92832.25
284.35,1,storey_building,sandcrete_block,Eastern,standard,2020,393.59,41.318,24.294,59747.58
265.06,2,bungalow,clay_brick,Greater Accra,premium,4635,816.22,85.489,36.695,199427.44
458.77,2,storey_building,sandcrete_block,Central,standard,7516,1319.78,138.207,57.59,198786.82
517.23,1,warehouse,clay_brick,Eastern,standard,3662,672.55,70.508,34.87,114789.52
273.63,4,warehouse,compressed_earth_block,Western,standard,7764,1441.72,151.182,77.412,231580.78
186.1,3,commercial_block,compressed_earth_block,Western,premium,5147,879.87,92.099,35.559,162663.61
331.17,4,bungalow,sandcrete_block,Central,standard,11670,2094.59,219.494,101.899,337114.67
170.06,1,bungalow,sandcrete_block,Central,standard,1454,255.4,26.748,11.309,38390.92
352.23,4,warehouse,compressed_earth_block,Northern,standard,12940,2231.68,233.623,91.951,355451.38
278.15,3,commercial_block,sandcrete_block,Northern,standard,6082,1137.36,119.303,63.631,161564.35
191.45,2,bungalow,sandcrete_block,Ashanti,standard,3397,604.59,63.342,28.465,111478.35
133.84,4,bungalow,sandcrete_block,Central,standard,4174,762.63,79.943,38.982,125628.61
362.63,2,commercial_block,compressed_earth_block,Greater Accra,standard,7425,1281.05,134.134,54.648,235379.03
473.3,3,warehouse,compressed_earth_block,Ashanti,standard,11538,2084.76,218.491,103.353,337882.77
236.3,4,bungalow,sandcrete_block,Eastern,standard,8112,1424.84,149.219,62.852,222639.3
464.05,4,warehouse,clay_brick,Eastern,standard,14726,2603.57,272.768,122.279,466331.42
132.4,2,warehouse,sandcrete_block,Central,standard,2558,446.86,46.795,19.549,67192.52
210.89,2,bungalow,compressed_earth_block,Western,standard,3012,565.68,59.333,31.367,88755.29
328.68,4,storey_building,clay_brick,Eastern,premium,10136,1812.96,189.976,87.789,423665.51
109.36,4,commercial_block,sandcrete_block,Northern,standard,3927,697.9,73.118,32.843,98359.31
117.72,3,commercial_block,compressed_earth_block,Eastern,standard,3287,574.2,60.143,25.945,91697.18
413.44,1,warehouse,compressed_earth_block,Greater Accra,standard,3801,664.48,69.583,28.871,110962.8
49.09,3,storey_building,compressed_earth_block,Northern,standard,1192,213.77,22.399,10.279,29458.31
271.74,1,bungalow,clay_brick,Western,standard,2496,440.78,46.178,20.586,75804.44
396.62,3,warehouse,compressed_earth_block,Eastern,standard,9624,1770.03,185.578,92.775,260117.38
455.52,1,warehouse,clay_brick,Greater Accra,standard,3698,652.31,68.32,29.204,128150.7
383.39,1,storey_building,sandcrete_block,Ashanti,premium,2797,501.96,52.595,24.034,102781.81
195.3,1,storey_building,clay_brick,Greater Accra,standard,1541,280.31,29.38,14.05,53628.79
381.51,4,storey_building,clay_brick,Eastern,premium,14543,2533.88,265.341,110.097,571112.04
144.66,2,commercial_block,compressed_earth_block,Northern,standard,2392,425.81,44.612,20.076,59326.7
421.69,3,bungalow,clay_brick,Greater Accra,premium,11498,2043.77,214.111,95.345,526053.84
456.54,2,warehouse,compressed_earth_block,Ashanti,standard,7285,1347.5,141.292,71.653,196962.23
269.47,1,storey_building,compressed_earth_block,Northern,standard,2599,443.51,46.424,17.951,56237.47
316.68,1,bungalow,compressed_earth_block,Ashanti,standard,2467,455.61,47.769,23.898,72572.55
103.12,2,bungalow,clay_brick,Northern,standard,1795,319.53,33.474,14.835,49969.55
268.98,2,warehouse,clay_brick,Ashanti,premium,4065,748.78,78.497,38.616,171097.04
384.85,1,warehouse,sandcrete_block,Eastern,standard,3116,567.6,59.491,28.427,80012.02
302.87,4,commercial_block,sandcrete_block,Greater Accra,standard,9561,1716.03,179.825,83.495,301329.42
84.28,2,storey_building,sandcrete_block,Eastern,standard,1473,256.12,26.821,11.178,39624.4
92.27,2,bungalow,clay_brick,Eastern,standard,1469,261.76,27.425,12.384,47763.44
252.35,3,warehouse,clay_brick,Eastern,standard,5222,1000.5,104.986,58.736,157527.71
445.35,1,commercial_block,clay_brick,Ashanti,standard,3362,614.13,64.374,31.213,110012.66
544.1,4,warehouse,sandcrete_block,Western,standard,17475,3148.16,329.93,155.381,565482.94
413.11,2,storey_building,compressed_earth_block,Ashanti,standard,6875,1217.78,127.573,56.481,206669.8
314.41,4,commercial_block,clay_brick,Western,standard,9434,1709.75,179.172,83.561,282270.69
111.99,2,commercial_block,compressed_earth_block,Greater Accra,premium,1988,351.18,36.787,16.176,80359.68
369.55,3,warehouse,clay_brick,Ashanti,standard,10173,1804.68,189.035,82.209,351987.65
385.93,4,commercial_block,clay_brick,Western,standard,14539,2618.29,274.4,129.315,482086.8
429.98,2,bungalow,clay_brick,Ashanti,standard,6945,1220.55,127.839,54.913,230112.04
274.72,2,commercial_block,clay_brick,Northern,standard,5290,929.47,97.35,41.693,152211.86
268.65,4,storey_building,compressed_earth_block,Eastern,standard,9072,1609.19,168.584,75.121,257064.75
580.61,2,storey_building,clay_brick,Greater Accra,standard,8884,1660.17,174.103,90.086,338033.1
372.95,1,storey_building,compressed_earth_block,Northern,standard,3196,561.76,58.834,25.014,80484.71
272.45,1,bungalow,clay_brick,Central,standard,2290,415.26,43.523,20.702,73412.07
301.22,2,bungalow,clay_brick,Ashanti,standard,4961,880.25,92.208,40.41,165184.7
163.58,4,warehouse,clay_brick,Ashanti,standard,4692,870.09,91.244,47.071,156932.37
61.39,4,storey_building,clay_brick,Eastern,standard,2004,357.93,37.507,17.361,62278.82
316.53,2,warehouse,clay_brick,Western,standard,5690,1015.42,106.379,47.468,174181.32
81.29,1,warehouse,clay_brick,Greater Accra,standard,568,106.33,11.153,5.914,20726.68
99.78,3,storey_building,sandcrete_block,Eastern,premium,2364,441.94,46.349,24.138,87300.04
521.68,2,storey_building,compressed_earth_block,Greater Accra,standard,8610,1502.77,157.386,66.698,267018.2
171.46,2,warehouse,clay_brick,Northern,standard,3217,566.02,59.285,25.496,92745.14
525.06,1,bungalow,clay_brick,Ashanti,standard,4644,819.15,85.793,36.591,153114.78
425.43,4,bungalow,clay_brick,Greater Accra,premium,13432,2447.6,256.561,124.351,544766.16
354.93,3,commercial_block,clay_brick,Eastern,premium,7981,1467.73,153.889,77.344,278457.49
373.85,2,warehouse,clay_brick,Eastern,standard,6613,1168.59,122.406,53.234,190291.71
128.46,3,storey_building,sandcrete_block,Eastern,premium,3433,599.43,62.779,26.652,105076.47
253.36,3,storey_building,sandcrete_block,Western,standard,6590,1155.14,120.981,51.499,186196.38
108.83,2,storey_building,sandcrete_block,Northern,standard,1766,325.0,34.074,17.065,51556.7
493.85,1,warehouse,clay_brick,Ashanti,standard,4448,782.79,81.982,34.724,141164.07
63.54,4,bungalow,compressed_earth_block,Northern,standard,1874,360.38,37.82,21.43,53650.27
577.51,2,storey_building,clay_brick,Northern,premium,8069,1521.98,159.647,85.167,300638.27
175.36,3,commercial_block,sandcrete_block,Central,standard,4990,860.13,90.046,35.634,135157.36
343.64,4,commercial_block,compressed_earth_block,Northern,standard,10257,1907.8,200.085,104.445,272818.33
581.46,2,storey_building,clay_brick,Eastern,standard,9716,1767.0,185.217,89.631,301147.27
40.31,1,bungalow,clay_brick,Northern,standard,284,52.83,5.541,2.865,7209.26
530.57,4,commercial_block,sandcrete_block,Ashanti,premium,16066,2886.02,302.405,138.743,613290.62
529.63,1,bungalow,clay_brick,Central,standard,4577,808.89,84.733,37.128,138880.14
222.43,1,storey_building,clay_brick,Northern,premium,1726,315.94,33.12,16.262,63892.63
245.26,4,warehouse,compressed_earth_block,Northern,standard,7692,1406.68,147.465,72.537,202144.84
546.26,4,commercial_block,sandcrete_block,Western,premium,18925,3326.14,348.424,153.006,692106.35
412.61,1,commercial_block,sandcrete_block,Central,standard,3037,553.0,57.97,28.361,88924.92
491.97,2,warehouse,sandcrete_block,Greater Accra,standard,8017,1473.83,154.509,76.295,281299.14
198.86,4,warehouse,sandcrete_block,Ashanti,standard,7301,1280.77,134.142,57.293,227116.8
368.08,1,commercial_block,clay_brick,Western,premium,2965,537.03,56.288,26.992,112105.27
423.63,3,warehouse,compressed_earth_block,Greater Accra,standard,10340,1891.04,198.243,97.602,343345.38
495.06,4,commercial_block,sandcrete_block,Greater Accra,premium,17968,3170.55,332.116,145.189,827522.96
510.61,3,warehouse,compressed_earth_block,Central,standard,11401,2068.55,216.825,104.818,311857.78
260.93,4,storey_building,compressed_earth_block,Greater Accra,premium,7380,1378.8,144.607,75.608,278880.87
474.61,1,bungalow,sandcrete_block,Western,standard,4589,798.78,83.653,35.225,134984.87
562.6,2,bungalow,clay_brick,Greater Accra,premium,10077,1764.64,184.832,79.826,504046.57
514.88,1,commercial_block,compressed_earth_block,Northern,premium,4973,843.49,88.274,32.841,154463.69
285.52,1,warehouse,compressed_earth_block,Greater Accra,standard,2409,436.07,45.702,21.576,80946.15
175.1,2,warehouse,compressed_earth_block,Western,standard,2564,477.88,50.117,26.014,73396.35
546.64,4,commercial_block,clay_brick,Greater Accra,standard,16167,2948.81,309.112,150.748,601306.83
314.69,3,bungalow,compressed_earth_block,Eastern,standard,7451,1370.62,143.708,72.258,193072.12
497.23,2,bungalow,sandcrete_block,Northern,premium,7361,1341.03,140.556,67.243,239116.42
214.08,1,bungalow,sandcrete_block,Western,standard,1913,341.54,35.783,16.122,52469.97
49.0,1,bungalow,sandcrete_block,Ashanti,premium,380,68.53,7.182,3.398,14560.61
209.01,4,bungalow,compressed_earth_block,Western,standard,7665,1353.51,141.777,61.766,222260.96
448.67,2,commercial_block,clay_brick,Central,standard,8778,1505.18,157.567,61.793,226619.57
332.39,4,bungalow,compressed_earth_block,Central,standard,11371,2041.39,213.888,97.125,331451.55
557.24,3,storey_building,clay_brick,Central,premium,12697,2326.01,243.844,120.154,500278.99
332.92,1,bungalow,sandcrete_block,Central,premium,2828,496.57,52.009,22.248,108655.2
543.91,3,bungalow,sandcrete_block,Greater Accra,standard,14791,2587.76,270.975,111.931,480897.47
293.1,3,warehouse,sandcrete_block,Greater Accra,premium,6458,1199.55,125.795,64.911,296685.78
181.91,4,commercial_block,clay_brick,Ashanti,standard,6590,1162.94,121.82,53.344,214476.58
574.41,4,storey_building,clay_brick,Ashanti,standard,17926,3321.5,348.316,179.419,612762.6
597.53,2,storey_building,compressed_earth_block,Ashanti,standard,8898,1641.36,172.097,86.722,256505.52
336.39,2,commercial_block,sandcrete_block,Northern,standard,4966,914.21,95.861,48.693,138129.65
219.45,1,bungalow,clay_brick,Eastern,premium,1592,292.76,30.693,15.245,61789.52
491.97,2,bungalow,sandcrete_block,Northern,standard,9260,1569.45,164.249,61.208,241071.79
148.42,4,commercial_block,clay_brick,Ashanti,premium,5705,977.85,102.37,40.533,218647.14
278.85,3,bungalow,sandcrete_block,Central,standard,7687,1377.89,144.37,65.619,202306.67
121.63,1,warehouse,sandcrete_block,Eastern,standard,1004,180.37,18.902,8.828,27614.02
409.2,2,storey_building,sandcrete_block,Ashanti,standard,7128,1284.23,134.572,62.178,223012.57
114.68,4,commercial_block,sandcrete_block,Central,premium,3577,645.95,67.701,32.248,134274.32
572.98,3,warehouse,compressed_earth_block,Northern,standard,13112,2327.78,243.885,110.086,305645.55
152.47,2,storey_building,sandcrete_block,Eastern,standard,2563,454.02,47.553,20.405,66159.0
101.39,2,warehouse,sandcrete_block,Northern,standard,1772,316.54,33.165,14.986,48651.96
300.66,2,commercial_block,sandcrete_block,Western,standard,4520,807.49,84.606,38.479,128570.7
525.38,4,warehouse,clay_brick,Western,standard,16521,2918.63,305.716,132.835,499806.37
50.65,4,warehouse,clay_brick,Ashanti,standard,1797,323.26,33.872,15.539,61645.74
350.16,1,storey_building,sandcrete_block,Eastern,standard,3270,584.92,61.286,27.916,84369.85
131.32,1,warehouse,compressed_earth_block,Western,standard,1059,193.44,20.276,9.81,30167.7
469.65,4,bungalow,compressed_earth_block,Ashanti,standard,16038,2864.71,300.174,137.851,488590.7
514.36,2,bungalow,sandcrete_block,Ashanti,standard,8832,1578.27,165.352,74.246,288300.88
297.86,4,commercial_block,sandcrete_block,Ashanti,standard,10861,1891.97,198.145,83.839,293133.72
234.12,1,storey_building,clay_brick,Ashanti,standard,1988,350.28,36.687,15.711,62091.61
94.9,3,commercial_block,clay_brick,Central,premium,2152,395.54,41.464,20.326,81349.97
238.68,3,commercial_block,clay_brick,Greater Accra,standard,5847,1048.99,109.934,51.665,232535.96
417.86,1,commercial_block,sandcrete_block,Central,standard,3778,663.52,69.495,29.75,107886.48
432.31,2,warehouse,sandcrete_block,Ashanti,standard,6296,1172.55,122.957,63.006,210470.97
343.66,2,commercial_block,compressed_earth_block,Greater Accra,standard,4803,891.19,93.461,48.456,167348.01
329.07,2,bungalow,sandcrete_block,Northern,standard,5380,957.5,100.311,44.737,153268.82
269.57,3,commercial_block,compressed_earth_block,Central,premium,6755,1219.81,127.84,60.394,237161.46
197.63,3,warehouse,compressed_earth_block,Eastern,premium,4909,880.15,92.225,42.288,146567.43
407.93,3,storey_building,compressed_earth_block,Central,standard,11423,1991.96,208.597,86.89,305163.29
294.29,3,warehouse,sandcrete_block,Central,standard,6935,1242.41,130.178,59.381,191791.64
571.04,4,commercial_block,compressed_earth_block,Greater Accra,standard,18678,3346.9,350.736,163.667,660751.82
589.48,4,bungalow,sandcrete_block,Greater Accra,standard,20934,3726.18,390.41,177.109,756518.0
208.69,1,commercial_block,compressed_earth_block,Greater Accra,standard,1684,301.1,31.552,14.619,57423.24
50.22,4,warehouse,sandcrete_block,Western,premium,1853,323.8,33.909,14.224,62509.38
273.37,1,storey_building,clay_brick,Ashanti,standard,2133,393.71,41.279,20.712,74327.25
366.82,2,storey_building,clay_brick,Ashanti,standard,5880,1031.79,108.061,45.844,203415.77
467.34,3,warehouse,compressed_earth_block,Ashanti,premium,10418,1917.04,200.996,100.877,358898.51
494.09,2,bungalow,compressed_earth_block,Western,premium,8502,1539.1,161.303,76.235,322261.18
493.93,4,bungalow,sandcrete_block,Northern,standard,18033,3181.31,333.225,144.354,434689.71
127.43,3,bungalow,sandcrete_block,Central,premium,3126,564.78,59.191,27.957,112945.65
180.06,2,bungalow,clay_brick,Ashanti,standard,2737,509.44,53.428,27.89,86059.1
218.42,3,bungalow,sandcrete_block,Eastern,standard,5806,1038.49,108.805,49.137,161831.57
591.4,3,warehouse,sandcrete_block,Eastern,standard,16033,2812.96,294.598,124.591,431187.98
72.7,2,warehouse,sandcrete_block,Greater Accra,standard,1157,205.12,21.487,9.439,38344.12
523.33,1,warehouse,compressed_earth_block,Northern,standard,4307,780.42,81.8,39.294,112542.46
472.26,3,warehouse,sandcrete_block,Eastern,standard,11889,2133.41,223.577,104.85,314401.92
411.98,1,bungalow,compressed_earth_block,Central,standard,3601,630.45,66.027,27.97,100733.48
275.89,2,bungalow,sandcrete_block,Eastern,standard,4769,845.79,88.595,38.589,130570.78
507.62,3,warehouse,sandcrete_block,Greater Accra,premium,10688,2008.16,210.612,110.039,471943.5
179.76,1,bungalow,compressed_earth_block,Ashanti,premium,1540,277.64,29.095,13.556,57083.63
593.85,1,warehouse,clay_brick,Greater Accra,standard,5490,978.53,102.521,46.24,195169.69
543.39,2,storey_building,sandcrete_block,Ashanti,standard,8875,1646.97,172.721,89.478,267622.47
262.82,3,warehouse,sandcrete_block,Central,standard,5431,1016.46,106.6,55.352,180911.87
234.13,2,bungalow,clay_brick,Central,standard,3788,683.07,71.583,33.486,122175.11
294.76,3,storey_building,clay_brick,Northern,standard,7285,1301.11,136.326,62.003,197199.77
591.43,1,bungalow,clay_brick,Greater Accra,standard,5019,913.43,95.732,45.351,196041.31
513.19,1,bungalow,clay_brick,Central,standard,3608,675.9,70.889,37.185,123297.16
140.6,1,commercial_block,sandcrete_block,Greater Accra,premium,1288,217.2,22.73,8.467,47129.55
437.54,4,storey_building,sandcrete_block,Greater Accra,premium,13690,2525.65,264.767,130.04,594592.82
81.85,1,bungalow,compressed_earth_block,Greater Accra,premium,745,127.69,13.364,5.065,28997.67
395.06,3,commercial_block,clay_brick,Eastern,standard,10969,1926.21,201.775,88.518,321532.64
486.18,3,storey_building,compressed_earth_block,Eastern,standard,13265,2359.65,247.209,110.491,354668.39
121.77,1,bungalow,sandcrete_block,Western,premium,1082,194.16,20.344,9.254,41320.2
482.01,3,warehouse,sandcrete_block,Ashanti,standard,12691,2227.61,233.307,99.432,393846.99
110.2,1,storey_building,sandcrete_block,Western,premium,916,162.51,17.023,7.466,32170.23
407.52,4,commercial_block,compressed_earth_block,Northern,standard,14673,2563.54,268.419,109.464,379346.2
108.72,3,warehouse,compressed_earth_block,Western,standard,2431,453.39,47.551,24.864,70413.78
593.77,3,commercial_block,sandcrete_block,Northern,standard,15928,2838.44,297.381,133.797,449921.23
199.51,2,warehouse,compressed_earth_block,Central,standard,3349,594.09,62.245,28.209,94320.25
311.71,3,commercial_block,clay_brick,Northern,premium,8150,1433.42,150.152,65.695,297407.25
59.13,2,warehouse,clay_brick,Greater Accra,standard,853,159.53,16.733,8.847,32197.03
300.81,3,bungalow,clay_brick,Ashanti,standard,7849,1368.28,143.281,59.316,241939.44
228.26,3,storey_building,sandcrete_block,Ashanti,premium,5185,941.26,98.661,47.604,219366.82
579.93,4,storey_building,clay_brick,Ashanti,standard,21452,3780.82,396.038,172.858,708618.22
509.66,1,bungalow,compressed_earth_block,Northern,standard,4081,744.63,78.052,37.713,97629.6
125.87,1,storey_building,sandcrete_block,Eastern,standard,1056,191.83,20.105,9.574,31820.44
345.34,3,commercial_block,compressed_earth_block,Central,standard,8054,1440.52,150.956,70.298,227486.49
375.89,1,warehouse,compressed_earth_block,Central,standard,2900,532.89,55.867,27.71,85592.6
333.31,3,commercial_block,clay_brick,Greater Accra,premium,8190,1473.67,154.419,71.119,369247.04
478.52,4,commercial_block,clay_brick,Greater Accra,standard,15799,2848.51,298.552,142.384,574289.85
412.65,4,bungalow,clay_brick,Northern,premium,13673,2425.84,254.106,111.033,454077.38
169.08,4,warehouse,clay_brick,Greater Accra,standard,6216,1064.5,111.432,43.518,224387.03
339.59,1,bungalow,compressed_earth_block,Central,standard,2774,496.32,52.002,23.59,75900.41
67.8,4,bungalow,clay_brick,Ashanti,standard,2038,371.77,38.971,19.008,71493.79
285.5,4,commercial_block,clay_brick,Ashanti,standard,10172,1776.73,186.069,78.229,318604.98
338.11,4,storey_building,compressed_earth_block,Greater Accra,premium,9496,1777.11,186.371,96.793,396783.16
43.47,3,commercial_block,sandcrete_block,Greater Accra,standard,1180,212.5,22.269,10.411,41148.91
126.89,4,storey_building,compressed_earth_block,Eastern,standard,4691,832.88,87.26,39.219,124347.92
